"","pkg","pub_date"
"19143","spatialTIME","2021-05-14"
"19144","SpatialTools","2011-12-15"
"19145","SpatialVS","2018-09-30"
"19146","SpatialVx","2011-11-19"
"19147","spatialwarnings","2017-11-03"
"19148","spatialwidget","2018-12-23"
"19149","SpatMCA","2016-05-19"
"19150","SpaTopic","2024-01-17"
"19151","SpatPCA","2015-02-06"
"19152","spatPomp","2021-04-12"
"19153","SpATS","2016-07-29"
"19154","spatsoc","2018-07-20"
"19155","spatstat","2002-01-21"
"19156","spatstat.data","2017-09-14"
"19157","spatstat.explore","2022-11-04"
"19158","spatstat.geom","2021-01-15"
"19159","spatstat.gui","2020-03-19"
"19160","spatstat.Knet","2019-08-09"
"19161","spatstat.linnet","2021-02-05"
"19162","spatstat.local","2017-03-30"
"19163","spatstat.model","2022-11-07"
"19164","spatstat.random","2022-01-06"
"19165","spatstat.sparse","2020-06-04"
"19166","spatstat.univar","2024-04-16"
"19167","spatstat.utils","2017-02-16"
"19168","spatsurv","2014-03-27"
"19169","SPB","2022-08-14"
"19170","spbabel","2016-06-23"
"19171","spbal","2024-05-17"
"19172","spBayes","2006-10-01"
"19173","spBayesSurv","2014-06-12"
"19174","spBFA","2019-10-30"
"19175","spBPS","2024-10-25"
"19176","Spbsampling","2018-05-30"
"19177","spc","2004-05-27"
"19178","spc4sts","2017-07-08"
"19179","spcadjust","2011-12-09"
"19180","SPCALDA","2015-11-07"
"19181","SPCAvRP","2017-12-20"
"19182","SPCDAnalyze","2019-03-12"
"19183","SPCompute","2022-04-01"
"19184","spconf","2024-11-03"
"19185","spcosa","2009-03-13"
"19186","spcov","2012-02-19"
"19187","spCP","2018-07-13"
"19188","spcr","2014-04-01"
"19189","spd","2011-01-26"
"19190","spData","2017-07-23"
"19191","spDates","2020-10-08"
"19192","spdep","2002-03-20"
"19193","spdesign","2023-08-17"
"19194","spdl","2022-11-22"
"19195","spdownscale","2017-02-16"
"19196","spduration","2015-07-09"
"19197","spdynmod","2014-08-22"
"19198","speakeasyR","2024-06-18"
"19199","speakr","2021-01-25"
"19200","speaq","2015-01-14"
"19201","spearmanCI","2018-05-14"
"19202","spec","2017-03-10"
"19203","speccurvieR","2023-10-05"
"19204","SpecDetec","2018-10-19"
"19205","SpecHelpers","2015-05-08"
"19206","SPECIES","2011-04-24"
"19207","specieschrom","2022-10-17"
"19208","SPECK","2022-10-13"
"19209","specklestar","2018-02-08"
"19210","specr","2020-03-26"
"19211","specs","2020-07-06"
"19212","SpecsVerification","2014-05-02"
"19213","spect","2025-04-08"
"19214","spectator","2021-12-03"
"19215","spectr","2022-02-07"
"19216","spectral","2016-09-15"
"19217","spectralAnomaly","2024-09-15"
"19218","SpectralClMixed","2022-09-13"
"19219","spectralGP","2005-09-25"
"19220","SpectralMap","2016-07-07"
"19221","spectralR","2022-06-28"
"19222","Spectran","2023-11-09"
"19223","spectre","2021-05-21"
"19224","spectrino","2015-07-27"
"19225","spectrolab","2017-09-14"
"19226","Spectrum","2019-02-08"
"19227","sped","2020-03-26"
"19228","spedecon","2024-01-12"
"19229","SPEDInstabR","2016-06-25"
"19230","spEDM","2024-12-16"
"19231","speech","2019-12-22"
"19232","speechbr","2022-02-17"
"19233","speedglm","2023-05-06"
"19234","speedyBBT","2024-11-05"
"19235","speedycode","2021-10-26"
"19236","speedytax","2024-01-18"
"19237","spef","2010-05-22"
"19238","speff2trial","2009-07-02"
"19239","SPEI","2011-10-18"
"19240","spellcheckr","2016-10-28"
"19241","spelling","2017-08-28"
"19242","spemd","2018-07-01"
"19243","sperich","2011-08-01"
"19244","sperrorest","2012-06-20"
"19245","SpeTestNP","2022-10-28"
"19246","SPEV","2023-08-17"
"19247","spex","2016-09-02"
"19248","spfa","2023-05-26"
"19249","spfda","2020-11-25"
"19250","spfilteR","2020-12-07"
"19251","spFSR","2018-05-11"
"19252","spFW","2022-03-29"
"19253","spGARCH","2018-03-28"
"19254","spgs","2017-07-21"
"19255","spgwr","2006-01-09"
"19256","spheredata","2024-10-08"
"19257","sphereML","2025-02-06"
"19258","SphereOptimize","2020-09-03"
"19259","spherepc","2020-03-24"
"19260","sphereplot","2012-08-15"
"19261","spheresmooth","2024-04-18"
"19262","SphericalCubature","2013-05-25"
"19263","sphet","2010-02-03"
"19264","sphunif","2021-09-02"
"19265","SpiceFP","2021-09-15"
"19266","SPIChanges","2025-02-05"
"19267","spicy","2025-05-05"
"19268","spider","2011-11-12"
"19269","spiderbar","2017-09-25"
"19270","spidR","2021-03-18"
"19271","SPIGA","2016-06-16"
"19272","spikes","2016-09-07"
"19273","spikeslab","2010-03-17"
"19274","spikeSlabGAM","2011-04-26"
"19275","Spillover","2021-06-17"
"19276","SPINA","2018-03-21"
"19277","spINAR","2023-03-26"
"19278","spinBayes","2019-06-06"
"19279","spind","2017-04-04"
"19280","spinifex","2019-04-09"
"19281","spinner","2023-02-20"
"19282","spinyReg","2015-09-07"
"19283","spiralize","2021-07-01"
"19284","spiritR","2019-08-10"
"19285","spiro","2022-08-26"
"19286","splancs","2000-11-05"
"19287","splash","2021-09-03"
"19288","spldv","2022-03-22"
"19289","SPLICE","2021-09-13"
"19290","splineCox","2024-12-18"
"19291","splines2","2016-09-06"
"19292","splinetree","2018-09-25"
"19293","Splinets","2021-03-12"
"19294","SPlit","2021-01-22"
"19295","splitfngr","2016-09-14"
"19296","SplitGLM","2021-02-09"
"19297","splithalf","2017-04-07"
"19298","splithalfr","2019-06-07"
"19299","SplitKnockoff","2021-09-13"
"19300","SplitReg","2019-04-26"
"19301","splitSelect","2020-03-08"
"19302","SplitSplitPlot","2024-05-16"
"19303","splitstackshape","2013-08-13"
"19304","splitTools","2020-01-23"
"19305","SplitWise","2025-05-28"
"19306","splm","2012-04-16"
"19307","splmm","2020-09-21"
"19308","splot","2017-09-07"
"19309","spls","2008-11-08"
"19310","splus2R","2007-10-10"
"19311","splusTimeDate","2013-07-10"
"19312","splusTimeSeries","2013-07-10"
"19313","splutil","2022-06-22"
"19314","spm","2017-08-25"
"19315","spm2","2021-10-08"
"19316","spMaps","2017-11-17"
"19317","spMC","2012-03-19"
"19318","spmodel","2022-08-12"
"19319","spmoran","2017-03-12"
"19320","spnaf","2022-03-23"
"19321","spNetwork","2021-01-18"
"19322","SpNMF","2018-10-01"
"19323","spnn","2018-03-16"
"19324","spNNGP","2017-07-16"
"19325","spocc","2014-03-05"
"19326","spOccupancy","2021-11-11"
"19327","spoiler","2021-06-07"
"19328","SpoMAG","2025-05-29"
"19329","spongebob","2019-01-12"
"19330","spongecake","2016-11-25"
"19331","spooky","2022-04-12"
"19332","spork","2020-02-27"
"19333","sport","2018-09-03"
"19334","SPORTSCausal","2021-03-30"
"19335","SportsTour","2021-05-11"
"19336","sportyR","2021-04-19"
"19337","spotidy","2021-03-16"
"19338","spotifyr","2017-11-17"
"19339","spotoroo","2021-03-22"
"19340","spotr","2025-04-24"
"19341","SPOUSE","2022-04-29"
"19342","Spower","2025-03-25"
"19343","SPPcomb","2016-12-20"
"19344","spphpr","2024-12-13"
"19345","SpPOP","2023-04-24"
"19346","spqdep","2022-01-28"
"19347","spray","2017-05-25"
"19348","spreadr","2018-11-19"
"19349","SPREDA","2014-09-25"
"19350","SPreg","2019-03-16"
"19351","spreval","2021-07-06"
"19352","sprex","2015-02-25"
"19353","springer","2020-06-28"
"19354","springpheno","2021-11-11"
"19355","spRingsteen","2022-02-22"
"19356","sprintr","2019-08-24"
"19357","sprtt","2021-08-06"
"19358","sps","2021-08-20"
"19359","spsComps","2021-02-25"
"19360","spselect","2016-08-29"
"19361","SPSL","2012-05-14"
"19362","SPSP","2021-08-02"
"19363","spStack","2024-10-03"
"19364","spsur","2019-03-15"
"19365","spsurv","2020-03-31"
"19366","spsurvey","2007-02-11"
"19367","spsUtil","2021-02-16"
"19368","spTDyn","2015-06-11"
"19369","SpTe2M","2022-06-06"
"19370","spThin","2019-03-11"
"19371","spTimer","2012-06-15"
"19372","sptotal","2020-07-01"
"19373","spup","2017-04-13"
"19374","spuRs","2009-03-15"
"19375","SPUTNIK","2018-02-19"
"19376","SPYvsSPY","2017-10-02"
"19377","SQI","2023-04-10"
"19378","SQL","2023-04-27"
"19379","sqlcaser","2023-11-24"
"19380","sqldf","2007-07-21"
"19381","SQLFormatteR","2025-02-04"
"19382","sqlhelper","2024-01-21"
"19383","sqlHelpers","2023-05-25"
"19384","sqliter","2014-01-26"
"19385","sqliteutils","2021-09-21"
"19386","SQLove","2023-02-16"
"19387","sqlparseR","2019-09-20"
"19388","SqlRender","2016-08-16"
"19389","sqlscore","2016-12-11"
"19390","sqlstrings","2022-09-09"
"19391","sqltargets","2024-04-24"
"19392","SQMtools","2023-03-20"
"19393","SQN","2011-08-03"
"19394","SQRL","2017-11-12"
"19395","squant","2022-01-28"
"19396","SQUAREM","2010-08-08"
"19397","squash","2012-10-29"
"19398","squat","2022-09-27"
"19399","SqueakR","2022-06-17"
"19400","squeezy","2021-07-07"
"19401","squid","2016-06-01"
"19402","squids","2025-05-30"
"19403","sr","2023-03-10"
"19404","sra","2015-01-08"
"19405","srcpkgs","2024-05-15"
"19406","srcr","2020-12-15"
"19407","SRCS","2015-01-01"
"19408","sRDA","2017-12-14"
"19409","sRdpData","2022-03-29"
"19410","sreg","2024-06-25"
"19411","sregsurvey","2021-09-15"
"19412","srlars","2023-06-29"
"19413","srm","2019-06-18"
"19414","SRMData","2025-05-28"
"19415","sRNAGenetic","2022-03-21"
"19416","srp","2018-02-09"
"19417","srppp","2024-11-01"
"19418","SRS","2020-08-31"
"19419","srt","2020-11-30"
"19420","SRTsim","2022-06-24"
"19421","SRTtools","2019-05-29"
"19422","srvyr","2016-01-16"
"19423","ss3sim","2014-01-22"
"19424","ssaBSS","2021-04-12"
"19425","ssanv","2009-10-13"
"19426","SSBtools","2017-02-07"
"19427","ssc","2016-10-05"
"19428","sscor","2015-06-12"
"19429","SscSrs","2025-04-30"
"19430","ssd4mosaic","2024-03-19"
"19431","ssddata","2021-11-05"
"19432","SSDforR","2013-04-04"
"19433","ssdGSA","2024-07-22"
"19434","SSDM","2016-02-12"
"19435","sSDR","2015-10-01"
"19436","ssdtools","2018-10-14"
"19437","SSEparser","2023-12-14"
"19438","ssev","2019-01-25"
"19439","ssfa","2015-05-18"
"19440","ssfit","2013-07-04"
"19441","SSGL","2023-06-27"
"19442","ssgraph","2018-04-23"
"19443","ssh","2018-06-04"
"19444","SSHAARP","2020-04-27"
"19445","Sshaped","2021-03-02"
"19446","sshicm","2024-12-03"
"19447","sship","2021-09-07"
"19448","ssifs","2023-05-05"
"19449","SSIMmap","2023-08-22"
"19450","ssimparser","2021-05-11"
"19451","ssize.fdr","2008-09-21"
"19452","ssizeRNA","2015-04-30"
"19453","SSM","2017-07-04"
"19454","ssmn","2016-03-30"
"19455","ssmodels","2022-10-04"
"19456","ssMousetrack","2018-12-23"
"19457","ssMRCD","2023-05-15"
"19458","ssmrob","2013-07-16"
"19459","ssmsn","2017-02-01"
"19460","ssMutPA","2024-04-16"
"19461","SSN2","2023-11-08"
"19462","SSNbayes","2021-10-22"
"19463","SSNbler","2024-09-25"
"19464","SSOSVM","2019-05-06"
"19465","SSP","2020-03-28"
"19466","SSplots","2023-05-05"
"19467","sspm","2022-05-12"
"19468","sspse","2015-04-22"
"19469","ssr","2019-08-20"
"19470","SSRA","2016-08-22"
"19471","ssrm.logmer","2018-02-14"
"19472","SSRMST","2015-08-24"
"19473","ssrn","2020-06-23"
"19474","SSRTcalc","2021-04-19"
"19475","sss","2011-11-02"
"19476","sssc","2018-06-15"
"19477","SSsimple","2012-01-03"
"19478","Sstack","2018-05-01"
"19479","sstvars","2024-05-27"
"19480","ssutil","2025-06-12"
"19481","SSVS","2022-03-08"
"19482","ssw","2024-09-05"
"19483","ssym","2014-04-02"
"19484","st","2006-08-31"
"19485","sta","2021-02-18"
"19486","stabiliser","2021-08-10"
"19487","stability","2018-02-12"
"19488","StabilityApp","2024-11-01"
"19489","StabilizedRegression","2020-03-13"
"19490","stabilo","2022-12-23"
"19491","stable","1998-12-09"
"19492","stabledist","2012-05-29"
"19493","StableEstim","2014-01-22"
"19494","stableGR","2020-03-05"
"19495","stablelearner","2018-07-10"
"19496","stablespec","2016-04-09"
"19497","stabm","2019-02-22"
"19498","stabs","2014-10-02"
"19499","staccuracy","2024-10-03"
"19500","stackgbm","2024-04-30"
"19501","StackImpute","2021-09-10"
"19502","stacking","2023-06-11"
"19503","stacks","2020-11-23"
"19504","stacomiR","2018-01-04"
"19505","stacomirtools","2013-01-07"
"19506","stagedtrees","2019-09-27"
"19507","stagePop","2015-02-03"
"19508","staggered","2021-09-15"
"19509","StakeholderAnalysis","2017-09-01"
"19510","StAMPP","2013-05-29"
"19511","stampr","2017-01-12"
"19512","stan4bart","2021-11-22"
"19513","STAND","2015-09-25"
"19514","standardize","2017-04-04"
"19515","standardlastprofile","2023-12-11"
"19516","standartox","2021-05-05"
"19517","standby","2023-05-24"
"19518","StanHeaders","2015-02-10"
"19519","StanMoMo","2021-10-07"
"19520","stanza","2025-06-02"
"19521","stapler","2017-11-27"
"19522","staplr","2018-02-26"
"19523","staRdom","2018-04-16"
"19524","STAREG","2023-06-13"
"19525","stargazer","2012-10-02"
"19526","starm","2020-04-10"
"19527","starma","2015-10-05"
"19528","starnet","2020-06-04"
"19529","starry","2022-10-17"
"19530","stars","2018-07-25"
"19531","starschemar","2020-08-07"
"19532","starsExtra","2020-04-22"
"19533","starsTileServer","2022-01-21"
"19534","STARTdesign","2017-08-22"
"19535","starter","2021-07-13"
"19536","STARTS","2017-05-12"
"19537","startup","2016-11-21"
"19538","startupmsg","2006-05-12"
"19539","starvars","2020-05-04"
"19540","starvz","2020-09-01"
"19541","starwarsdb","2020-10-28"
"19542","STAT","2019-04-01"
"19543","STAT2","2020-08-03"
"19544","Stat2Data","2013-01-05"
"19545","Statamarkdown","2023-02-15"
"19546","statar","2014-10-26"
"19547","statBasics","2022-03-16"
"19548","statcanR","2019-12-13"
"19549","statcheck","2014-11-20"
"19550","statcodelists","2022-06-28"
"19551","statcomp","2016-09-01"
"19552","statConfR","2023-09-22"
"19553","STATcubeR","2024-11-29"
"19554","StatDA","2007-11-18"
"19555","StatDataML","2000-11-22"
"19556","statdecideR","2025-05-01"
"19557","statebins","2014-08-27"
"19558","StateLevelForest","2023-11-22"
"19559","states","2018-02-23"
"19560","statespacer","2020-05-16"
"19561","statforbiology","2024-10-21"
"19562","statgenGWAS","2020-01-19"
"19563","statgenGxE","2020-10-01"
"19564","statgenHTP","2021-03-05"
"19565","statgenIBD","2021-08-16"
"19566","statgenMPP","2022-03-21"
"19567","statgenQTLxT","2023-02-23"
"19568","statgenSTA","2020-01-14"
"19569","statGraph","2017-04-21"
"19570","staticryptR","2024-09-19"
"19571","stationaRy","2015-06-17"
"19572","statip","2017-01-29"
"19573","statisfactory","2022-03-07"
"19574","statlingua","2025-06-02"
"19575","StatMatch","2008-10-10"
"19576","statmod","2003-02-17"
"19577","statnet","2008-01-17"
"19578","statnet.common","2013-03-06"
"19579","statnetWeb","2015-06-17"
"19580","statnipokladna","2020-03-31"
"19581","StatPerMeCo","2017-04-14"
"19582","statprograms","2016-08-15"
"19583","statpsych","2021-09-09"
"19584","statquotes","2017-08-29"
"19585","StatRank","2013-11-18"
"19586","StatRec","2025-03-18"
"19587","stats19","2019-01-18"
"19588","stats4teaching","2022-10-04"
"19589","statsearchanalyticsr","2021-09-28"
"19590","statsExpressions","2019-08-24"
"19591","statsr","2018-05-08"
"19592","statswalesr","2020-11-26"
"19593","StatTools","2025-04-07"
"19594","STB","2016-06-17"
"19595","stbl","2024-05-23"
"19596","STCCGEV","2025-03-27"
"19597","stcos","2019-04-25"
"19598","stcov","2016-04-13"
"19599","stcpR6","2024-04-08"
"19600","stddiff","2016-06-16"
"19601","STDistance","2025-06-18"
"19602","stdmod","2022-05-11"
"19603","stdReg","2016-02-05"
"19604","stdReg2","2024-09-13"
"19605","stdvectors","2017-02-21"
"19606","steadyICA","2015-11-11"
"19607","steepness","2010-03-26"
"19608","SteinIV","2016-01-26"
"19609","stellaR","2012-04-30"
"19610","StemAnalysis","2022-10-14"
"19611","stemmatology","2018-05-27"
"19612","StempCens","2019-02-08"
"19613","stencilaschema","2021-02-22"
"19614","stenographer","2025-01-16"
"19615","stenR","2022-08-19"
"19616","StepBeta","2022-02-01"
"19617","STEPCAM","2014-06-27"
"19618","stepcount","2024-10-02"
"19619","stepdownfdp","2022-03-16"
"19620","stepgbm","2021-12-10"
"19621","StepGWR","2023-05-15"
"19622","stepjglm","2021-10-25"
"19623","stepmixr","2022-11-18"
"19624","stepp","2012-10-29"
"19625","SteppedPower","2021-02-04"
"19626","steppedwedge","2025-02-21"
"19627","stepPenal","2016-12-23"
"19628","stepPlr","2006-07-10"
"19629","stepR","2015-03-04"
"19630","StepReg","2017-11-03"
"19631","steprf","2021-11-08"
"19632","steps","2019-03-29"
"19633","StepSignalMargiLike","2017-08-23"
"19634","stepSplitReg","2022-03-07"
"19635","StepwiseTest","2016-09-14"
"19636","StereoMorph","2014-04-15"
"19637","stevedata","2020-11-26"
"19638","stevedore","2018-11-19"
"19639","stevemisc","2021-04-19"
"19640","stevetemplates","2020-11-05"
"19641","stevethemes","2023-01-31"
"19642","stfit","2020-10-02"
"19643","STFTS","2021-08-19"
"19644","stgam","2024-06-25"
"19645","sticky","2016-09-26"
"19646","stickyr","2022-11-07"
"19647","STICr","2024-09-30"
"19648","SticsRFiles","2023-07-11"
"19649","stilt","2014-05-12"
"19650","stim","2023-01-23"
"19651","stima","2013-11-08"
"19652","stinepack","2006-09-30"
"19653","stlARIMA","2021-08-16"
"19654","stlELM","2021-02-22"
"19655","stlnpp","2020-02-20"
"19656","stlplus","2016-01-06"
"19657","stlTDNN","2021-02-24"
"19658","stm","2014-02-28"
"19659","stmgp","2019-07-26"
"19660","stmgui","2016-11-27"
"19661","stminsights","2018-02-27"
"19662","StMoMo","2015-06-10"
"19663","StMoSim","2010-05-03"
"19664","STMotif","2018-08-07"
"19665","STMr","2022-03-16"
"19666","stocc","2012-11-27"
"19667","StochBlock","2023-01-24"
"19668","stochcorr","2025-04-02"
"19669","stochLAB","2022-12-06"
"19670","stochQN","2019-08-29"
"19671","stochtree","2025-02-07"
"19672","stochvol","2013-01-23"
"19673","stochvolTMB","2020-09-02"
"19674","stockAnalyst","2022-09-13"
"19675","StockDistFit","2023-05-09"
"19676","stockR","2018-06-14"
"19677","stocks","2015-02-23"
"19678","stodom","2024-02-02"
"19679","stoichcalc","2010-02-09"
"19680","stokes","2020-03-20"
"19681","STOPES","2019-06-14"
"19682","stopp","2023-02-24"
"19683","stoppingrule","2022-04-19"
"19684","stops","2023-01-20"
"19685","stopwords","2017-11-12"
"19686","Storm","2014-02-07"
"19687","StormR","2023-11-24"
"19688","storr","2016-01-20"
"19689","stors","2025-03-11"
"19690","stortingscrape","2022-06-07"
"19691","stoRy","2017-05-09"
"19692","storywranglr","2021-08-10"
"19693","stosim","2014-05-02"
"19694","STPGA","2014-05-31"
"19695","stplanr","2015-11-02"
"19696","stpm","2016-02-09"
"19697","stpp","2012-04-21"
"19698","stpphawkes","2023-08-15"
"19699","stppSim","2022-03-21"
"19700","stR","2016-08-27"
"19701","str2str","2021-02-01"
"19702","StrainRanking","2013-07-23"
"19703","strand","2020-05-18"
"19704","stranslate","2023-08-12"
"19705","strap","2014-03-31"
"19706","strat","2016-11-23"
"19707","strata","2024-11-27"
"19708","strata.MaxCombo","2023-07-16"
"19709","stratallo","2020-05-25"
"19710","stratamatch","2019-10-24"
"19711","stratastats","2023-11-19"
"19712","stratbr","2017-05-11"
"19713","strategicplayers","2016-09-22"
"19714","Strategy","2016-12-09"
"19715","stratEst","2018-10-19"
"19716","StrathE2E2","2020-07-08"
"19717","stratification","2010-03-11"
"19718","StratifiedBalancing","2016-07-10"
"19719","StratifiedMedicine","2019-06-19"
"19720","StratifiedRF","2017-06-21"
"19721","StratifiedSampling","2021-01-26"
"19722","stratifiedyh","2024-09-18"
"19723","StratigrapheR","2018-12-31"
"19724","StratPal","2024-08-23"
"19725","StratSel","2013-10-26"
"19726","STraTUS","2019-05-21"
"19727","straweib","2013-07-15"
"19728","strawr","2021-06-25"
"19729","stray","2019-12-17"
"19730","STREAK","2022-11-29"
"19731","stream","2013-03-06"
"19732","streambugs","2017-11-29"
"19733","streamDAG","2023-08-21"
"19734","streamDepletr","2019-04-25"
"19735","StreamMetabolism","2008-08-07"
"19736","streamMOA","2014-05-25"
"19737","streamR","2013-01-19"
"19738","streamy","2025-02-11"
"19739","streetscape","2024-05-03"
"19740","StReg","2023-08-17"
"19741","stressaddition","2020-08-03"
"19742","stressor","2024-01-31"
"19743","stressr","2014-06-30"
"19744","StressStrength","2014-11-25"
"19745","strex","2018-09-01"
"19746","strider","2017-11-20"
"19747","String2AdjMatrix","2018-01-30"
"19748","string2path","2021-08-04"
"19749","stringdist","2013-02-07"
"19750","stringfish","2020-05-31"
"19751","stringformattr","2016-12-05"
"19752","stringi","2014-03-12"
"19753","stringmagic","2023-08-28"
"19754","stringr","2009-11-09"
"19755","stringstatic","2023-03-09"
"19756","stringx","2021-07-28"
"19757","strip","2017-01-13"
"19758","stripless","2016-02-08"
"19759","striprtf","2016-12-16"
"19760","stRoke","2023-01-24"
"19761","StroupGLMM","2016-04-19"
"19762","strs","2024-09-02"
"19763","strucchange","2001-05-17"
"19764","strucchangeRcpp","2021-03-24"
"19765","structenforcement","2025-06-02"
"19766","structree","2016-12-13"
"19767","StructuralDecompose","2023-02-13"
"19768","StructureMC","2019-09-20"
"19769","strvalidator","2013-03-11"
"19770","sts","2024-09-17"
"19771","sTSD","2024-12-20"
"19772","stuart","2018-09-17"
"19773","studentlife","2019-05-31"
"19774","studyStrap","2020-02-20"
"19775","StuteTest","2024-07-23"
"19776","STV","2018-03-23"
"19777","stxplore","2023-02-03"
"19778","styler","2017-12-11"
"19779","stylest2","2024-03-23"
"19780","stylo","2013-08-08"
"19781","subdetect","2016-05-10"
"19782","subformula","2019-11-15"
"19783","subgroup","2014-08-01"
"19784","SubgrpID","2017-02-28"
"19785","subgxe","2019-06-14"
"19786","subincomeR","2024-12-19"
"19787","submax","2017-12-14"
"19788","subplex","2007-12-05"
"19789","subrank","2014-09-04"
"19790","subsampling","2024-11-05"
"19791","subscore","2015-08-19"
"19792","subscreen","2017-07-19"
"19793","subselect","2002-03-12"
"19794","subsemble","2014-06-28"
"19795","subspace","2015-10-03"
"19796","substackR","2025-06-17"
"19797","SubTite","2017-07-11"
"19798","SubTS","2023-02-17"
"19799","SubtypeDrug","2020-05-16"
"19800","SubVis","2016-06-16"
"19801","success","2022-04-15"
"19802","sudachir","2020-11-10"
"19803","suddengains","2019-05-03"
"19804","sudoku","2006-01-06"
"19805","sudokuAlt","2014-11-08"
"19806","SudokuDesigns","2024-10-31"
"19807","SuessR","2020-09-09"
"19808","sufficientForecasting","2023-02-17"
"19809","sugarbag","2019-06-14"
"19810","sugarglider","2024-10-24"
"19811","suggests","2023-08-08"
"19812","sugrrants","2017-07-28"
"19813","SumcaVer1","2024-07-21"
"19814","sumFREGAT","2018-01-17"
"19815","summariser","2017-03-23"
"19816","SummaryLasso","2019-11-15"
"19817","summarytools","2014-08-11"
"19818","summclust","2022-10-04"
"19819","SUMMER","2017-11-30"
"19820","SUMO","2024-10-22"
"19821","sumR","2022-02-14"
"19822","sumSome","2021-11-24"
"19823","sumvar","2025-06-13"
"19824","sunburstR","2016-08-25"
"19825","suncalc","2017-05-15"
"19826","SunCalcMeeus","2024-12-11"
"19827","Sunclarco","2017-10-04"
"19828","SUNGEO","2020-12-14"
"19829","SunsVoc","2020-06-29"
"19830","suntools","2023-07-06"
"19831","supclust","2004-01-14"
"19832","super","2024-11-22"
"19833","superb","2021-03-20"
"19834","superbiclust","2013-04-23"
"19835","SuperCell","2024-09-05"
"19836","supercells","2022-02-16"
"19837","supercompress","2021-10-20"
"19838","superdiag","2012-04-25"
"19839","SuperExactTest","2015-11-09"
"19840","SuperGauss","2019-03-12"
"19841","superheat","2017-02-04"
"19842","SuperLearner","2011-09-27"
"19843","superMICE","2022-02-10"
"19844","superml","2018-12-30"
"19845","supernova","2018-02-23"
"19846","superpc","2004-09-16"
"19847","SuperpixelImageSegmentation","2018-12-30"
"19848","Superpower","2020-02-17"
"19849","SuperRanker","2016-07-19"
"19850","superspreading","2025-01-27"
"19851","supervisedPRIM","2016-08-22"
"19852","SupMZ","2019-05-24"
"19853","SuppDists","2001-04-11"
"19854","support.BWS","2013-05-22"
"19855","support.BWS2","2017-01-18"
"19856","support.BWS3","2019-09-30"
"19857","support.CEs","2011-07-23"
"19858","supportR","2023-02-09"
"19859","sur","2019-11-07"
"19860","surbayes","2020-05-06"
"19861","sure","2017-08-21"
"19862","sureLDA","2020-11-10"
"19863","SuRF.vs","2022-01-05"
"19864","surface","2013-01-04"
"19865","SurfaceTortoise","2018-04-05"
"19866","SurfRough","2024-08-30"
"19867","surreal","2024-09-12"
"19868","Surrogate","2014-03-19"
"19869","SurrogateBMA","2024-02-01"
"19870","SurrogateOutcome","2019-04-09"
"19871","SurrogateParadoxTest","2024-12-08"
"19872","SurrogateRank","2024-04-09"
"19873","SurrogateRegression","2020-12-03"
"19874","SurrogateSeq","2025-01-24"
"19875","SurrogateTest","2017-10-29"
"19876","surrosurv","2016-11-10"
"19877","surrosurvROC","2018-08-30"
"19878","surtvep","2023-10-17"
"19879","surv2sampleComp","2013-11-16"
"19880","survAH","2023-01-17"
"19881","survAUC","2011-03-30"
"19882","survAWKMT2","2016-11-25"
"19883","survBootOutliers","2018-05-28"
"19884","survC1","2011-10-02"
"19885","survcompare","2024-01-22"
"19886","SurvCorr","2015-02-26"
"19887","survCurve","2020-04-06"
"19888","SurvDisc","2016-10-05"
"19889","surveil","2021-11-11"
"19890","surveillance","2005-11-21"
"19891","survELtest","2018-11-16"
"19892","SurvEval","2024-05-07"
"19893","survex","2022-09-05"
"19894","survexp.fr","2013-03-04"
"19895","survextrap","2025-06-10"
"19896","survey","2003-01-23"
"19897","surveybootstrap","2016-05-04"
"19898","SurveyCC","2023-09-08"
"19899","surveyCV","2022-01-10"
"19900","surveydata","2012-12-31"
"19901","SurveyDefense","2024-06-13"
"19902","surveydown","2024-11-01"
"19903","surveyexplorer","2023-12-21"
"19904","surveygraph","2024-03-11"
"19905","surveynnet","2024-12-09"
"19906","surveyplanning","2015-11-04"
"19907","surveyPrev","2024-04-10"
"19908","surveysd","2019-01-25"
"19909","surveySimR","2025-05-29"
"19910","surveytable","2024-01-18"
"19911","surveyvoi","2021-05-27"
"19912","survHE","2017-06-30"
"19913","SurvHiDim","2021-04-09"
"19914","survIDINRI","2012-07-13"
"19915","survidm","2017-05-27"
"19916","SurviMChd","2021-03-23"
"19917","SurvImpute","2025-01-31"
"19918","survival","2001-06-22"
"19919","survival.svb","2021-12-15"
"19920","survivalAnalysis","2018-09-03"
"19921","SurvivalClusteringTree","2023-09-11"
"19922","survivalmodels","2020-10-15"
"19923","survivalMPL","2014-04-03"
"19924","survivalMPLdc","2020-10-13"
"19925","survivalPLANN","2024-08-20"
"19926","survivalREC","2022-03-15"
"19927","survivalROC","2012-10-29"
"19928","survivalSL","2023-04-20"
"19929","survivalsurrogate","2025-05-07"
"19930","survivalsvm","2017-06-15"
"19931","SurvivalTests","2024-01-16"
"19932","survivalVignettes","2024-05-03"
"19933","survivoR","2021-04-06"
"19934","SurvLong","2015-02-23"
"19935","SurvMA","2024-09-23"
"19936","SurvMetrics","2021-08-10"
"19937","SurvMI","2020-07-13"
"19938","survminer","2016-01-18"
"19939","survMisc","2013-05-13"
"19940","survmixer","2021-03-31"
